formula,spacegroup
In2Se3,162
CsK2AuO2,61
Cs2ScAgF6,219
TiS2,162
BaSrI4,13
Ca2MoN3,14
LiPr2IrO6,13
Sb2Ir,13
Sr2UZnO6,13
Ca4Nb2O9,13
NaSm3GeS7,170
Na4UCr3O14,1
MgAlH4O2F5,73
Pr2MgPd2,125
YbS2,127
Li3BePCO7,3
Ba(GaTe2)2,95
Mg(MoO3)4,0
Li4MnNb(WO6)2,0
Ho5Ge3,190
NaSrHfSbO6,210
Rb3B12H12Cl,164
Na6V2As(CO4)4,200
Li4Nb2Fe3Co3O16,7
Li6CoNiP2(CO7)2,5
Ho3Sn7,64
BaNb2O6,19
Sr5Cr3F19,0
Ca11Si9As16,0
Na6TeMo6(H22O23)2,1
Gd2AlCd,219
NaTiAsO5,13
CuGeO3,50
Tm2ReB6,54
Mg(InSe2)2,120
Ta3Ga2,125
Na4Ga2S5,13
Li3Al2VO6,11
Dy(TiGa2)2,137
Li3Cr4(PO4)6,0
ZrScMnNi3,158
Li2Cr3CoO8,11
BaSrI4,59
Mg5Au,153
Na2GeF6,148
Mg3P2(H22O15)2,1
Li9Mn2Co5O16,0
Ti2InC,191
NaMn7O12,201
NbFeRu2,219
Dy(GaFe)6,70
Mg2SiO4,73
Li7Mn4CoO12,1
LiAlH4,13
K2SnTe3,63
KMoN2,60
Na2Ca2(SO4)3,14
Na10Y7Nb(PO4)12,0
In(PO3)3,8
LiZnPd2,219
Rb2FeH2Br5O,61
Ho2InAu2,125
Pr5(SiN3)3,63
Na6Y4In4Si3(S3O16)3,0
Eu3As4,8
U6Co,138
NaCeMg14,184
H8RuN3Cl5O,18
Al2ZnS4,61
Li3MnV3O8,1
Li2MnV3O8,11
H12Cl2O13,13
LiMnF3,11
Zr2Be17,164
SrCaMn2O5,0
Sr2Ca2TiMn3O12,5
Ce2Te7Br2O17,12
Na10Mg7Cl24,7
Li3CoO3,1
ZrVFe,37
K2InAgCl6,219
Ce3GaBr3,215
AgCl,58
CsUPNO9,1
Ce6Y26O51,0
Mg(MnGe)6,188
BaMg(CO3)2,164
Ba10Er5Cu15O34,1
Mn6O11F,37
BaCa2I6,115
K2Zn3(SeO3)4,14
Gd2As4O11,14
YPb2,62
K3P6N11,207
K2NaCl3,162
NdPO4,177
LiMn(PO3)3,18
Cs2InHgF6,219
MoP2O7,3
Na26Ge14Au41,70
Fe2NiSe4,7
PmZnRh2,219
Rb2Cd3H6S3O16,35
TaPO5,10
BaSrNbInO6,210
Li5Co3(SbO5)2,1
Ca10Ge6F,119
Cd7P10,42
Ba4GeAs4,212
HoCuGe,191
Ba2Sr2Co(CuO4)3,5
MnVP2(HO5)2,1
K2NaNb(OF2)2,137
GdCuPb,191
Sm2Se5O13,13
MgMn12Zn6O24,0
LiH2N,136
Nd3Sc,191
Te8MoW3,154
Al2HgSe4,221
TaAlO4,11
CsNd(PO3)4,3
Li2MnNi3O8,1
Li3Fe2CuO6,11
As2Pb4S6ICl,30
Zn(AgI2)2,30
CrP2W,25
BaMnF5,18
TbFeGe2O7,11
NaC64,191
Li4Mn3Fe(PO4)4,1
Cs2AgSbS4,1
Li9Mn22O48,7
Sr2FeWO6,11
Na3HfInSi2SO12,8
Zn49Pt29,37
Ho8Mg12Zn61,201
Ca3Al2O6,202
Ga2CuO4,73
Ho2Ge2Rh,11
TmZn5,191
SrLaI4,14
Zr6Zn23Ge,219
Na3ScTaSi2PO12,8
Na3Mg2Ta10Si3(P5O24)3,0
Li6Ni9(PO4)8,1
LiFeSiO4,146
Cu3P2H2O9,14
Eu3Sn2S7,54
ThInCu2,219
Sb(PO3)4,3
HfAlFe,37
Sn2H12Cl6O7,14
LiGd2Al,219
NaSr2LaTi4O12,109
FeOF,5
PrCr2Si2C,121
Ca3Hg2,125
Ca2Sb2S5,13
CaTeO3,1
Nd4Zn3Au5,5
Ba(LuS2)2,61
Ag2B8O13,13
Li3CuS2,71
SrHBr,127
Ba3Y2Cu2PtO10,11
NpCl4,11
LiVBO3,171
Rb2Sn2H3N,13
LiVCrP2(O4F)2,0
CaZnGe,191
Sm(Al10V)2,221
Li2AlFeO4,28
Na5InTe4,59
KMgH9(CO5)2,1
MnSbO4,7
Na2Ta2(P2O7)3,173
LiCrPO4,170
Na5MnO4,30
KTmO2,164
PHSF2,13
ErTeAs,61
HoTmPd2,219
Li2Bi2P2O9,3
LiMn(PO3)4,13
Li2Mn(PO3)5,10
Sr4LaMn5O13,7
Na4Sc2Si4O13,32
SmGaPd2,61
Li3NbS4,42
YCu(WO4)2,1
Li2Sn4P4O15,14
Y(Zn10Ru)2,221
Li3Fe8(BO3)8,0
NdH12(NO5)3,1
RbCrI3,4
Li7MnP4O14F,8
RbMg30TiO32,121
Ti3In4,125
Sm5Ge4,61
RbAlAgF6,61
PBr7,61
CeMnAsO,127
Li4V2(PO4)3,1
GdScO3,61
MgH2(SeO3)2,13
Ba2U(PO5)2,11
NbCrF6,137
Li7Mn4CoO12,1
In3Sb5O12,211
Bi8Rh8O27,158
GdNi5,188
Nb5Zn(PO4)9,156
Li7Mn2(CoO4)3,0
Lu2NiOs,219
TbCo3B2,188
Pu2C3,214
LiMg6Sn,37
BaCe2EuO6,64
CoPd3,191
Na3NiF6,13
Ti4Fe(PO4)6,146
Co6P7O24,10
SrCrF6,164
MgP6(HN3)4,63
TlSbAu,32
Ba2NiTeO6,164
LiMnV(PO4)3,0
BiRhSe,195
Co3(P2O7)2,13
EuCuAs,191
YAl3(BO3)4,153
YTmMg2,219
CuP2PbO7,13
AgClO3,195
Er4CrSe7,7
Na6Si8O19,13
CsYSeCl2O3,13
La2MgSe4,28
NaC2NO3,13
HfFeSb,61
HoMnAl,73
MnTl2H12(SO7)2,13
Rb4Li(SO4)4,75
Na10Y7TaSi6(SO8)6,0
LiCu(PO3)3,1
Ce2NiSn4,37
Li3Fe2(P2O7)2,0
Re3(SBr)7,157
ZnS,154
Cu2Bi8Pb6S19,1
CdI2,154
Ta3(InS3)2,153
RbBr,219
Y2Cr2O7,221
CaNiBN,127
Ba6Sm2Al4O15,12
Zr6CoAs2,186
Sr9CaSi6,86
Sm4Ag2Se7,6
YZr4O9,0
TlGaBr4,13
Pr2Ho,184
Th2Se5,59
Na2CrFeF7,14
Li2TiFe2O5,0
HfGaRh,186
Ca4Nb2O9,13
Li3CrF6,14
Li9Cr19O48,0
KCe(WO4)2,11
K5TlO4,60
Tm2GeO5,14
Al6SnTe10,150
K6Nb11O30,37
LuCdPd2,219
Rb2GaAs2,13
YAlCo,37
Ho2As7Rh12,145
Ba4Eu2Cu6O13,68
LuGaCuO4,158
MnP2(H4O5)2,13
Na2H4Pd,137
BaMgV2CuO8,44
Li3V6Fe4(CuO12)2,1
RbMn6As7O24,10
La2H28PtN4(Cl3O13)2,13
Li6TiCr3(PO4)6,0
NdAl2Cu9,139
CdPd3,137
Pr2(Zn2Ge)3,186
LiV(PO3)3,144
Sm2CdCu2,125
MgV2(OF3)2,0
Li2FeCoO4,117
MgMn2(PO4)2,0
Ca5(CuO2)6,12
Mg16Al12Mo,158
Na7Fe4P9O32,3
HfP2(H3O5)2,3
SiO2,35
Na2TiZnP2SO12,8
Fe3B7IO13,213
Ce2Al6CuAu,97
CaGd2O4,62
Bi,215
Ca5P3O12F,173
TbZrSb,137
Li3Ag3Sn2,158
ZnSiGe3S5O24,0
Na3InCl6,161
Y2Ge5Rh3,71
SrRhO3,73
Sr3SbP,215
Li4MnF8,137
BiTeCl,183
TiZnCo(PO4)3,159
MgGeN2,32
Cs3Bi7Se12,7
Er3In5,62
Li2TmIn,219
Dy11Cd45,210
NaBi2Sb3O11,198
LiBiB2O5,32
Ba2YMn3O7,46
Ba(Cu3As)2,121
LiVF4,13
Ba3NaRu2O9,50
Fe2TeO5,13
TaZn2,191
Mn5SnO8,0
Li2MnF5,61
BaNb3NO7,7
Na4P4H2O13,18
YGe,62
U2Te2PO,7
Li9Mn2Co5O16,0
K3BiF6,219
AlPO4,152
Yb2NiAs2,183
Zn(HO)2,18
CeTl2P2S7,13
Mg2Ag,11
CsTb2Ag3Se5,62
NaCu3O4,64
Li(CoO2)2,158
HfZrB4,46
Fe3P4H12(NO8)2,13
K4PH5Se3O16,1
Sb2(SO4)3,165
Ba4U8As2O33,30
Na2U(MoO5)2,18
NaAuCl4,13
Ca9(MnN4)2,11
KInCl3,219
Mg7SiN6,71
BaH6F8,187
Co23B6,219
K3Na(SeO4)2,162
Li4V3Ni3(TeO8)2,0
Mg11(Al2Cu)6,221
Na2Sc2Si(SO6)2,8
Mg2Sc3MnS8,164
Ni19Se20,1
La2Sn3,1
Na6U5V2O23,13
ZnH6(Se2N)2,3
Al3Ga,215
Li4Ni8O9F7,0
K2TlSbCl6,219
BaWN3,13
K2ZnF4,137
CaCO3,4
Ti3Ge,81
Ba(NiP2)2,137
Mg15Al,184
Li4Ti2Mn3O10,1
SiBr3,11
Tb2Mo4O15,13
CaGeO3,1
SrCN2,164
MgGa3,43
Tm2TlHg,219
Ca65Ga24Sn19,162
Pr3Si11Pt23,219
Li14Mn2S9,145
BaH5ClO3,127
Eu4O3F7,2
Cs2CeO3,35
CsGaTe2,14
KLaF4,61
CaLaI5,62
Mn3Sb(PO4)4,7
Ta5Ge3,138
LiV(TeO4)3,2
Mn3AlO6,11
YPaO4,121
NaMgAl3Si8(HO6)4,0
Gd2Hf2O7,221
Tb14(PbSe8)3,4
CePO4,13
PrTlCd,191
Li2MgCd,210
Li2Mn3(BO3)3,1
Dy2CI3,13
Sn(PO3)4,14
Cu3OF5,1
AlGaCl4,13
Th2Ni7,191
Tb2Te4O11,14
Tl(NiS)2,137
NaEuHfSbO6,210
Li5Mn3Co2(PO4)6,0
Na14Zr4Al4Si9(SO16)3,0
Rb2InAgBr6,219
K2ErF5,61
Cu5(PO5)2,1
Li2TiCr3O8,183
Sr2CaI6,14
Li9Co7O16,1
H3BrO,158
Cs2NaFe(CN)6,13
La5(SiN3)3,63
BaSrEuWO6,116
Li9Mg3P4O16F3,170
LaSe,219
DyAl3,164
Ta2CrRe,219
ErMg(BO2)5,13
Fe25Si11O48,7
CuAu3,137
RbAsO4,120
K2ThF6,186
YTmZn2,219
LiNi2P4H3O14,8
Tb2NiGe6,37
KLiEr2(MoO4)4,14
Ba2SrIrO6,219
CsGaP3HO10,28
Ba2CuGe2O7,111
LiCrSiO4,13
Cs2TlCuBr6,219
Na5TiZn3P3(SO8)3,0
Li4V3Cu3(SbO8)2,0
La3Sn13Rh4,217
TlB5O8,60
Ni2W4C,221
Tm3Ni13B2,188
LiMn2F5,13
RbSmS2,164
Yb3(CuGe)4,70
Co3OF5,11
B3Pb3NO10,61
Zn15B6Rh17,24
VIn(SeO4)2,5
Rb5(DyI4)3,186
Tl2Mo9S11,146
Ti2Bi2O7,32
PuRh3,215
Cs2KGaF6,219
CaSnBiO5,60
Li2FeSiO5,127
Ba2Mn2AlF11,143
Ba2FeMoO6,219
LuPd,215
Mg10FeO11,1
Li3MnV(PO4)3,0
K3Sn2S3BrO12,3
Mg5H8O9,162
SrMn(PO4)2,1
K4Hf5O12,162
Ta13Co40Si31,188
Tl3(FeS2)2,61
CsNaF3,61
KNaZnP2O7,13
Sb2(PO4)3,13
Tb2Fe17C,11
Lu12Fe2Pb3,137
HoMgIn,186
KAl2P2H8O12F,31
Pr2(AlCu)5,46
Li3Mn2O5,11
NaCaBO3,6
AgBiO3,64
ScAl,215
Li9Mn2Co5O16,0
K2NaBiF6,219
La2Si3Rh,188
SrH2Br2O,61
UTcC2,61
Zn2Si3Pb4SO15,3
K2BiPWO8,72
Hg3BI2(OF2)2,13
EuTmCuS3,62
SmBiPd,210
MgCr2(PO5)2,0
La3W(ClO2)3,173
Cd3Fe2(GeO4)3,224
EuAl3(BO3)4,4
K3Hg11,70
LiFe2OF3,0
V3ZnO8,44
HoTiFe11,43
Ta10Si2MoSe8,57
Lu(BH4)3,220
Sc6Al16Ru7,219
Nd3GdAl4O12,5
Mn3V2O8,63
Na2FeO3,14
DyCrO3,61
NbSiRh,61
SmCoGe,61
Y8Cu3(SiS7)3,3
Dy2RuRh,219
BaNb3NO7,7
Bi2Pd3S2,164
CeNi,62
Na5Zr2Ti2Si3(PO8)3,0
Rb2MgP2WO10,60
Ba3Al2Cu2F16,3
Li9Mn2Co5O16,1
MgTiSn(PO4)3,159
BaTbMn2O5,121
SnSeS,154
Ca2MgSi2O7,13
Mg3TiH8,215
SrCoO3,1
KY(MoO4)2,59
DyEr,184
Li2Cr(Si2O5)3,63
BeSnP2,120
Li2ScFe(SiO3)4,4
Li2NiP2O7,3
NaY(BH4)4,62
TlGeCl3,7
Li4V3P8O29,8
MgBiF6,146
Hf2N2O,11
K2OsCl6,219
Li10Zn(PS4)4,0
Eu2TlIn,219
Na5La2Sc2P5SO24,0
YbCoGe,61
NdDyFe14B,134
AcMg5,186
LiNiPO4,14
Li2Mg3Ti6O16,3
Sr6MgMo3O14,37
CrH20N2O6F5,14
Li4AlNi3O8,164
Na2Hf3MgSi2(SO6)4,0
Mg30TiCdO32,121
ZrTlCdF7,62
La3Dy,137
DyTiFe5Co6,43
SrLi2Ta2O7,62
LiFeCuO4,73
LiMnVO4,73
Li6MnV3(PO4)6,3
Cr(PO3)3,1
V2ReW,219
BaAl2,221
Hf(MoO4)2,161
W2C,160
LiFeHSO5,13
Y12Ni6Pb,201
Li2AlGaSi2(H2O5)2,3
CaW6NCl18,173
La(CoAs)2,137
Gd3CI3,10
Li3Ni2SbO6,11
Na6Mg2Nb4Si3(PO6)6,8
BaYAgSe3,62
NaPrSe2,164
Y3CuSiS7,170
Ba2PtAu,37
USnPt,186
TlSbCl6,14
FeCoSb4,9
Tl6TeO12,146
Nb6GaSi,197
SiH18C2N8(OF3)2,1
Li3MnF6,13
Li2Ti(TeO4)3,2
Nb2TlPS10,6
U2Cu3Si4Ni,113
TbCuS2,13
PrNiGe,61
Mg2Sn3O8,11
TePdI,129
Ba2InBiSe5,35
Gd2MgIn,219
LiCrPO4F,32
Li9Co7O16,1
CaMn(PO3)4,14
Tb12Co5Bi,70
Tb3Nd,137
Ho2HfS5,61
HfPbO3,31
LiFeMoClO4,5
SrH4O3,3
TiMoAs2,25
HfPd2,137
NbFe3,219
MgP(HO)7,60
Al2Fe3(SiO4)3,224
U3P4,214
Bi4O5F2,3
H2C3N2O3,13
Cs4BiSbCl12,139
Li3Nb3TeO12,0
MnCr8Cu3S16,158
RbNO2,150
LiVCO4,13
Na3H6Ir,61
Ti2FeO5,62
Sr3LiNbO6,165
LiVP2O7,13
Eu(ZnGa)2,137
Pb2O3,30
Li10FeCo9O20,0
Tm3Th,137
SiO2,11
CeSiGeRh2,105
Li3V3(PO4)4,1
SmSiRu,127
Li(Bi3O5)4,194
NaCaAl(SO4)3,159
CoPH8C3N3O7,13
Mg16Al12F,7
KAl2NiP3(H2O7)2,14
Ba7Al4Sb9,58
FeH18(NO6)3,13
P2H24AuC8I,62
Li4Cr3Ni3(SbO8)2,0
V5Cr5Ge6,7
CeZnSbO,127
TiCl3,11
Ba2Cu(SCl)2,137
MgMoF5,13
Pr23Mg4Ru7,183
K4Na2H18Pd(IO10)2,1
K2ZrF6,62
Sb3O4F,8
Tm4MgCo,210
Mn2InSbPd4,164
PaAlCu2,219
Er(Mg4Al3)4,158
Ce2CdCu2,11
GdS2,127
CsSb(PO4)2,145
CeInRh,186
Li3Bi(BO3)2,13
V3Pb5ClO12,173
Eu(InAs)2,191
Bi2Te7Cl8,0
PH8N3O2,13
ErAlSi,62
MnOF,0
LiSc(BH4)4,36
Ba4Tb(RuO4)3,164
CdGaRh2,219
DyPaO4,121
Te2Mo3WS6,154
Sm(SiRu)2,137
SrThF6,184
Cd5(SiO5)2,13
Li2P7(H3N)9,1
CeY(GePt)4,5
Er2Pd2Pb,125
NiAgO2,11
Fe2C2O7,13
FeBPbO4,61
TiInRh2,219
TaNbCN,158
TlAgS,61
Li5BiS4,58
LiV3O4,137
SbPd,191
Sm6Fe23,219
Mg16Al12Cd,211
Mg149Ti,184
Li4MnCo2O7,11
Sr2FeWO6,1
Sr(Cd2Pt)2,134
CdI2,154
Tb2MgS4,35
Tl2F3,215
K2NbCuSe4,69
RbCrF6,146
Al2ZnS4,81
Rb2AlTlI6,219
NaLi2Sn,219
Mg3Cu2(AsO4)3,14
TlSnF3,8
LiPH21S3N7,1
Sm2Fe3Si5,126
DyMnCu4P3,61
Li4Fe3Ni3(SbO8)2,7
Sr2H4Pd,61
Tb2CuH4(SO6)2,13
CaH2,61
Te4Mo2WS2,184
CeMg2,221
Ag2BiSb(TeSe)2,43
Ag2WO4,57
MgTiMn5(PO4)6,0
YMg5,11
BaY2NiO5,70
Ni15Mo17P12,1
Li4WO5,78
ZrPdF6,146
LiMo2(PO4)3,1
ScCu4Sn,210
H8Se2N2O5,18
CsMgPO4,61
Hf4UC5,164
Rb3Na(RuO4)2,162
Na14Ca2Zr6Si9(SO16)3,0
Li8TiMn3(PO4)6,0
MgV6O15,7
LiCa4(BN2)3,223
NaYZrSi(SO6)2,8
Na5Fe2P2(CO7)2,1
Tb5Ge4,61
Li2CuPO4,30
Li24Ti11CrO36,4
DyHg3,191
Eu(GaGe2)2,62
Ba2V2ZnCuF14,14
Na3B(PO4)2,14
NpCo2,221
MoH4O5,0
ZrB4Ir3,173
BaZr(SiO3)3,185
Li4TiMn5O12,11
Ca2H6Os,219
Th11(Ru2C3)6,211
CsP2H5O8,1
Sr4SiAs4,212
Ba4TiAl3P4(O5F)4,1
U6Co12Ge4C,223
NdAsO4,13
CaSn(BO3)2,146
ScInNi2,219
Hf6BCl14,63
Sr2HfCrO6,219
Sr(InTe2)2,65
Ba2InRuO6,162
Mg2CdIr,219
NdCuSn,191
Ag2Te2O7,73
ThF4,14
BaSr7Co4(CuO6)4,158
Li3FeNi3O8,11
Li4TiO4,62
Sc2Fe3Ru,191
La3Nd(CuO4)2,97
KLuBeF6,10
Sc3(Si2Ni)2,61
CaSn3,215
Mg2Ta2CrO8,1
Na7Ti13O26,1
NaTlO2,139
Ca3Si(ClO2)2,13
HoMg2,188
FeRh3,191
InSi2H19C7Br2,1
ErTiFe8Co3,43
Nd2ScNbO7,73
Al2CoO4,7
Li2GePd,210
CrFe2Si,219
Mg30MnSiO32,121
DyNiC2,37
YBi2BrO4,121
Ti6Sn5,70
Ba2Ta6Te2O21,11
Zr3Zn,137
DyTe3,62
La10Si8O3,188
PrHoIn2,219
Ca8Ti2Mn6O23,24
ThAgHg2,219
Na3Sc2Ti2P5SO24,0
Na2Ca5TiSi4(O8F)2,0
WO3,111
Ca2Ti2O5,54
K2NiP4(HO2)8,1
MnH12C2NCl3O2,14
EuIn6Ni7,71
LiV3O4,127
Sr8Co8O23,137
Tm4MgNi,210
Sr(GaTe2)2,65
LiAg,215
Sr2Li7CuN4,43
Ba4Ta10NiO30,43
LiSn2(PO4)3,13
BaCu9Si4,138
CBr3F,61
LiVF4,61
Ho3Ir2,138
PPbSe3,13
K2CoCl4,13
La3CuSiS7,170
Cu14I19,7
Cs2FeNi(CN)6,219
Mn3N4,61
Ce2BiO2,137
Zn3(SnRu)2,61
Ge3Rh2Se3,146
V(AgO)4,81
U8MnSe17,11
Rb2Na2SiO4,60
CeP5O14,0
Ba2YWO6,198
Sc2ZnIn,219
K3Sn2S3ClO12,3
LiHoS2,121
Na5Sn13,62
Ti3H2O7,0
K3Sb5O14,54
Ca2HN,221
Ba8Ca4Cu8Hg4O25,11
Ho(SiRu)2,137
VHg4P2O9,61
Li2Cr(PO3)4,13
Nb3Ga2Cl9,11
P2O5,0
Li2CoP2O7,13
Li4MnCo3O8,164
LiSiBiO4,32
TbBeCu4,184
Tb2FeC4,71
CrP2H14(NO3)3,13
MnPO4F,1
Li2Cr3NiO8,158
Ba8Bi4H2O,137
Ba2MgH6,162
BaSr(FeO2)4,160
Li3Sb2(PO4)3,13
Ba3Ta4Ti4O21,14
Th(AlAu)2,127
Li3Mn2CoO6,11
OsSe2,202
Ag,223
BaYBr5,14
Na7Nb2Zn2Si3(PO8)3,0
SrYGa3O7,34
Na2IrO3,11
K5Y2Si4O13F,10
RbNbWO6,73
DyBi2BrO4,121
LaAl2Ag3,64
V4OF11,0
EuTa3O9,11
Li3Ti2(PO4)3,146
Li2CoNi3O8,207
Rb2Bi4O7,14
Nb3Ga2Cl9,11
KAl3Fe2Si2(HO6)2,0
Li2FeP2O7,14
Li9Mn2Co5O16,1
Sr10Mg5Mo(W2O15)2,1
CdHg2SO6,1
Mn4(PO4)3,1
CdCl2,4
MnGaNi2,57
Ba3In(BO2)9,173
Ta8Pb6O25,4
Er2Se3,113
CsFe2F6,61
Ga3Te3Br,61
Li2MnF4,13
BaSrCeBiO6,15
Sr2Nd(FeO3)3,14
Pd5Pb3,4
U2(Al3Rh)3,62
LiTiMnO4,14
BaSrNbSbO6,15
SeBr,40
Nd(PPd)2,137
Ho2CrSbO7,73
BSbO3,14
Mg14CdNi,184
La(CdAs)3,39
RbCoBr3,191
LiCr(PO3)4,14
LiSb(PO3)4,13
Na3MnPCO7,10
Be12Nb,137
Ba2YI7,13
Te6RhCl3,165
LiMg4Al(MoO4)6,0
NaTh2(PO4)3,14
K3Na(FeO4)2,162
KMnSn3O8,0
BaLuFeCuO5,97
HfAg,127
Al(SiO3)2,14
Na3HfNb(SiO4)3,8
Si6H31C10N,14
CsV3B2P4(H4O11)2,11
Ba(H2O3)2,4
InAgSnSe4,81
RbGa2Au3,61
Li3Mn2P2(CO7)2,3
Sr(CuO)2,139
KCO2,54
WO2,134
H5CNO2,6
La4CdPd,210
Co6Mo6C,221
Er3(P3Pd10)2,219
BaMnF4,35
BClF6,13
Na9Sr2Nd9Ti20O60,5
Mn2GeRu,210
SrLa3Mn4O10,8
KTa(GeO3)3,185
KRb2CuF6,219
Fe2OF3,13
Na3Ta2Ti2Si3(PO8)3,0
Ti3(BiO3)4,11
Rb2TeCl6,219
RbCuCl3,138
Sr2LuIrO6,13
Tm2Mo4O15,13
Na6Mg7Zr(SO4)12,0
Li2Cr3SnO8,11
CuSnPd2,46
Rb2TlHgF6,219
LiVFe(P2O7)2,0
ScAu3,219
Te4W3Se2,184
Li2MnV(PO4)3,0
Na3Mn3O8,206
TaBe3,164
Cr3NiSb4,162
KZn4(SbO4)3,144
MgSnP2,120
Ag2SeO3,13
Ba2YBr7,13
Ce2MgSe4,28
Sm(GeIr)2,127
SiO2,146
DyCu5,210
LiSiBiO4,61
K2InAuI6,219
KAg3As2S5,61
NaTaAl3P3(SO8)3,0
Cs2BeO2,13
FeSb,191
Zr4N2O5,0
CeGaPt,61
Hg2Pb(SI)2,125
Na2BrCl,164
H8PtO6,0
Ba4PrNd(Cu3O7)2,46
TbInCu,186
ErMgCd2,219
Na3Eu2(GeSe3)2,11
ZnSiO3,14
USi3,215
CuSbSe2,61
YRe2SiC,62
Li7Co5O12,4
Dy2Ti3Si4,91
Ca2Si5Pt3,71
Tm5Co19P12,186
Sr6Sn2NF,219
Na2TbO3,14
CsTi6O12,86
Ca3W2O9,10
U3Ga2Ge3,106
CuPH6NO5,30
CsSnBr3,215
Li2TiV3O8,7
Li3Fe3CoO8,164
SrSc2O4,221
Ce(P3Ru)4,201
Mn2CrSe3,70
Na8Hf2Ga2Si5SO24,0
Na2Pr4Cl9O2,10
TiInNi2,219
Tm5Sn3,190
K4Nb2Si8O23,1
Sb4(SeS)3,25
TlPd3,137
Sb2H4AuF16,1
Fe3Ni2,121
BaAs3,11
Sr6Al12Bi2O27,144
Mg30VCrO32,121
Nd3Y,184
Li2PbAu,210
MgH2,28
Li2CrNiO4,7
Li7Si3,151
Li3CrO3,161
In2Te5,8
Na14Nb4Ga4Si11SO48,0
Tm3(GePd)4,70
Gd2P4O13,14
SrBiBrO2,62
Sm3CuSe6,28
Na3Er(PO4)2,28
K2Cu(PO3)4,8
TbNdFe17,158
ThCu5Sn,61
Li4Fe2C4SO16,69
HI3O8,13
KCu7S4,0
LiYb2Ga,219
Ce5Ir4,61
U(RhO3)2,134
Li4Mn2Fe3Co3O16,0
Dy2TiO5,61
La2Cu2I,191
Ni2Mo4C,221
Y3Pt,61
PrBiPd,210
SrLaI5,14
K2Mo15S19,165
LiHS,53
Sb2MoSe,13
Ti5(FeSb)4,158
KVH6SeO9,3
TbMn4(CuO4)3,201
MgV6O5F19,0
KLa5V2O13,11
CaNdCoO4,62
LiV2(PO4)3,8
LiTmO2,13
Ba6LiNb2Ir(ClO6)2,7
U3Bi4Rh3,214
Li4Mn5(Fe2O9)2,9
RbCuBr3,215
Na4P4(H2O5)3,1
Ce5Sn3Au,190
Na6TaGa3Si2(PO6)4,0
Mn(PO3)4,1
K2MgH8(SO6)2,13
Cs3Tl2Br9,162
YMnFe,73
Pr2CuSn4,37
K2YAgCl6,219
Na8Sc3NbSi4(PO12)2,0
TlPd2Se3,162
La(SiOs)2,137
Dy2TiO5,61
Mg14FeCoO16,121
Na5Sc4P5SO24,0
GaNi10P3,162
Na4(NiO2)9,0
Ba2Sr2CaTi5O15,5
NaScP2O7,13
Y2Hf2O7,221
GdNiBi,210
Pb2ClOF,66
Li2U3(PO5)4,1
Tb3(MnC3)2,173
HfTaCN,158
NaNbO3,58
KRb(InAu2)4,95
K2SbF5,13
HoFe5P3,61
KCr5Te8,11
Gd3As5O12,211
Te3MoWSe,154
Ba(DySe2)2,61
Ac3Sm,191
TiVO4,43
NdAlSi2,162
Er4CdPd,210
TiCl2,162
Ti2FeSe4,162
NdAs2Au,61
ZrCuGeAs,127
ZrF4,14
Nd5Co19B6,188
Pr(Mg4Al3)4,158
Ba(HO)2,61
Ti2N2O,0
Ba3Sm(BO2)9,173
CeMg14Cu,184
LiAgF4,14
MnFe3,184
VP2O7,1
LiVOF3,75
CsHCO3,13
BaNd2Cu(MoO4)4,14
Nd2Si2PbS8,8
BiW2(Cl4O)2,1
Na2MgInP(SO6)2,8
Ni3Au,137
Tm2MgS4,221
SbCl5,13
InNi2Sn,24
Ce6S4BrN3,61
LiMnO2,1
NaClO4,119
LaScS3,61
Zn3Cd3(BO3)4,144
Al2CoO4,158
Pr2Ni3Ge5,71
Sr2TlPb,219
Li2Ni3WO8,11
EuUO3,61
SrCu2O3,58
MgHg4Te5,117
Li4Ti3V3(CoO8)2,0
Pr(BRu)2,69
LiCu5F12,64
Mo,223
LiLa2S2O8F3,14
Li5FeO3F,39
TmNbOs2,219
NbSiTc2,219
CeP5O14,13
Tm5Ga3,190
LiTcH6O7,183
Zr2Cr3Si,191
KZnB(PO4)2,14
SrZn13,220
PaGa3,215
Hg,120
Ba2EuSbO6,198
Ag3Hg,215
Ti2AlRe,219
Ba(HoS2)2,61
Ce2FeRu3,164
InPd,215
LuCoC2,37
Sm4Ge7,19
CaCu,10
Te2MoWSe2,154
Li4Ti3Cr3(NiO8)2,7
SbH5(OF3)2,0
Er11(Ni10C)6,223
SmErRu2,219
GaCo2Ni,121
MnP3H12NO7,13
K2LiV5H10O19,1
La2AsI2,162
Na14Y3Nb5(SiO4)12,0
Sr2YFeCu2O7,45
NbCr3(AgS4)2,16
Ba3Ti(FeO4)2,39
TmAl2,221
Ba2CaI6,160
V2TcRu,219
Cu6Pb2Se6N2O27,0
Li4Mn3Fe3(CuO8)2,7
ErCu(MoO4)2,60
Ca4Ta2(SO4)9,156
K2MnS2,71
Ca5(SiO3)6,0
Li10Ge(PO6)2,0
Sr2CaI6,13
U2AsSe,139
Tm2(Al3Ir)3,62
Ho2SnAu2,134
RhSCl5,8
Na3(Pt3O4)4,46
Ba3Zr2S7,137
HfZrCN,158
LuSi2Ni,62
Al21Pt8,87
Na12Nb10Zn2Si15(SO24)3,0
Tb6Ga19Pd3,7
U(Al5Fe)2,62
LiMnPO4,4
